name,location,location,rate,votes,cost,cuisines,lat,lon
Frootality,Indiranagar,Indiranagar,4.0,213,400.0,"Healthy Food, Beverages",12.953898010026673,77.55297698851653
Raghavendra Upahara,Jayanagar,BTM,3.7,20,200.0,South Indian,13.05663200580558,77.5999368510633
Crumb Together,JP Nagar,Bannerghatta Road,4.1,583,1200.0,"Continental, Finger Food, North Indian, Chinese",13.016117670055609,77.64576340655506
Biriyani Nights,New BEL Road,Malleshwaram,3.2,711,500.0,"Biryani, Kebab, Continental",12.91666986538417,77.63060598470972
Hotel Ruchi Priya,Wilson Garden,Church Street,3.6,21,350.0,North Indian,12.913331965964662,77.62739556821448
Shake It Off,Kalyan Nagar,Kammanahalli,3.9,17,600.0,"Beverages, Fast Food",13.097192336880283,77.623631420197
Rawal Jalebi,Commercial Street,MG Road,3.5,9,100.0,Desserts,12.946598410509187,77.6787524354816
Corner Stone,Banashankari,Banashankari,3.6,42,300.0,"Beverages, Juices, Desserts, Italian",12.989689104395664,77.61250605951128
Bar UNO - JW Marriott Bengaluru,Lavelle Road,MG Road,3.9,73,2500.0,Spanish,13.035951317536474,77.55715867046113
Easy Tiger,Church Street,Church Street,4.3,2244,1100.0,"Finger Food, Continental",13.071185037918259,77.618298705434
Banchharam,Koramangala 7th Block,Koramangala 5th Block,3.9,140,200.0,"Street Food, Mithai",12.918014772589379,77.64500128762063
NoLimmits Lounge and Club,Brigade Road,Church Street,4.0,2112,2000.0,"Chinese, Continental, North Indian, Burger, Pizza",13.090100712317827,77.64697349339383
Woody's,JP Nagar,Jayanagar,2.5,208,650.0,"Chinese, South Indian, North Indian",13.02173750557656,77.68976159520042
Meraki Patisserie,Jayanagar,Koramangala 7th Block,3.3,6,350.0,"Bakery, Desserts",12.95435575484166,77.65102713213778
Melange - Hotel Ekaa,Electronic City,HSR,3.2,427,900.0,"North Indian, Chinese, Continental, Mangalorean",12.973712493805543,77.63942410949042
Kidambi's Kitchen,Banashankari,Jayanagar,3.5,52,300.0,South Indian,13.05076069675371,77.63095818405499
The Shawarma Shop,BTM,Koramangala 4th Block,4.1,382,250.0,Arabian,12.991120507500332,77.5941237848589
Mother's Kitchen,RT Nagar,Frazer Town,3.7,154,600.0,North Indian,13.050662586375852,77.54431230348091
Bhavani Upahara,Bannerghatta Road,JP Nagar,3.3,9,250.0,South Indian,12.983504561221507,77.60318900564526
Madeena Hotel,Bannerghatta Road,Basavanagudi,3.9,50,400.0,"North Indian, Mughlai, Biryani",12.997769316051384,77.52501473878588
Harshi Super Sandwich,Basavanagudi,Jayanagar,3.8,149,150.0,"Fast Food, Street Food",13.083906125782566,77.51139883690405
Pathaan Sir,Indiranagar,Indiranagar,3.2,49,250.0,"Fast Food, Momos, Rolls",13.057623787989044,77.66637372296476
Falafel's - The Lebanese Haus,Koramangala 7th Block,Koramangala 7th Block,2.9,53,300.0,Lebanese,13.03383948987576,77.55210956300024
The Bawarchi,Marathahalli,Marathahalli,2.6,346,700.0,"Hyderabadi, North Indian, Chinese, Biryani",12.955396051994986,77.68106222955598
Kerala Kitchen,Brigade Road,Church Street,3.2,31,200.0,"Kerala, South Indian",12.910466571460132,77.60145655433175
Udupi Ruchi Grand,Banashankari,Banashankari,4.2,60,200.0,"South Indian, North Indian, Chinese, Street Food",13.082972878044089,77.60978990200933
Malties - Radisson Blu,Marathahalli,Marathahalli,4.3,53,4500.0,"Continental, Fast Food",13.062152293629527,77.65577506983637
Dr. Bubbles,Jayanagar,BTM,4.2,95,400.0,"Beverages, Desserts",12.947813276815006,77.64529231428072
Aryan's Kitchen,Whitefield,Whitefield,3.1,97,500.0,"North Indian, Fast Food",12.946457537601669,77.6590008878037
PSV's Andhra Paradise,HSR,Koramangala 4th Block,3.5,117,600.0,"Andhra, Chinese, North Indian, Hyderabadi",13.079173387831574,77.51624533171996
Checkered Bar - MGM Mark,Whitefield,Brookefield,3.6,19,1300.0,"North Indian, Continental, Chinese",12.976556820080608,77.68205431118646
B.M.W - Bhookh Mitaane Wala,Koramangala 1st Block,BTM,3.7,503,500.0,"North Indian, South Indian, Chinese",12.96956446948661,77.57795297503918
Sri Banasankri Donne Biriyani,Kalyan Nagar,Kammanahalli,3.4,6,400.0,Biryani,12.914379883731499,77.55545105869821
The Konkan - Seafood Restaurant,St. Marks Road,Church Street,4.4,218,850.0,"Seafood, Konkan, Mangalorean",12.926341907041271,77.67957036676297
Mongolian Kitchen,BTM,Koramangala 6th Block,3.8,30,300.0,"Chinese, Mongolian",13.007414843180666,77.56488204700476
McLeans Italian Pizzeria,Ejipura,Indiranagar,3.4,31,500.0,"American, Pizza",13.011976633115397,77.56421464000475
Tandoor-De-Naal,BTM,Koramangala 6th Block,3.8,35,200.0,Fast Food,12.934042926976401,77.53915579930623
RPS Food Corner,Marathahalli,Brookefield,3.2,7,400.0,"North Indian, Chinese, Bengali, Biryani",13.090913185771761,77.53034917875857
Hot Cross Bun,Koramangala 6th Block,BTM,3.3,4,500.0,Fast Food,13.019082960324022,77.53106251878093
Eat Repeat Express,Koramangala 5th Block,Koramangala 7th Block,3.5,10,600.0,"North Indian, Chinese, Continental",12.900550199110784,77.56167339101
Gufha - The President Hotel,Jayanagar,Jayanagar,4.1,1889,1200.0,"North Indian, Mughlai, Afghan",12.985770872261329,77.53262702291516
Eshmeet Da Dhaba,Koramangala 6th Block,Koramangala 6th Block,3.1,121,500.0,"North Indian, Chinese",12.985784741548033,77.61348283263821
Plan B,Shanti Nagar,Lavelle Road,4.2,2029,1200.0,"American, Finger Food, BBQ, Steak",12.910925257753297,77.57954094099115
Kataria's Home Food,BTM,Koramangala 5th Block,3.1,40,250.0,"North Indian, Chinese",12.99114125688406,77.55802517496357
Anika's India Kitchen,HSR,Koramangala 7th Block,3.3,6,250.0,"Biryani, North Indian",13.020361961771396,77.62629971105113
HSR SLV Fast Food,HSR,HSR,3.7,34,200.0,"South Indian, Fast Food",12.947450872731428,77.59539118355153
Shanthi Sagar,Koramangala 6th Block,Koramangala 4th Block,3.1,8,250.0,South Indian,12.918416098624725,77.59945516519336
Bawarchi Inn,BTM,Koramangala 4th Block,3.1,140,600.0,"North Indian, Biryani, Andhra, Chinese",13.049380731071105,77.58400554369244
Easy Tiger,Church Street,Lavelle Road,4.3,2264,1100.0,"Finger Food, Continental",13.020763443793655,77.51295852788492
CakeWalk,Indiranagar,Indiranagar,4.1,540,500.0,"Desserts, Bakery",13.02098816263955,77.54058507851062
California Burrito,Cunningham Road,Frazer Town,4.0,53,400.0,"Mexican, Fast Food",13.060234300659065,77.65508019652984
Kanti's,Thippasandra,Old Airport Road,3.1,64,300.0,"Mithai, Street Food",13.054728031079907,77.66556477700838
Sunny Side Bistro,Frazer Town,Kammanahalli,3.8,365,700.0,"Cafe, Continental",13.086490084216129,77.6019243678115
VSV Chettinad,Kaggadasapura,Marathahalli,3.3,72,600.0,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",13.093329999336422,77.65019269723037
Laddoos,BTM,JP Nagar,3.4,277,250.0,"North Indian, Street Food, Mithai",12.91505444820072,77.51260577057425
Alibaba Cafe and Restaurant,Frazer Town,Frazer Town,3.9,450,700.0,"Arabian, Middle Eastern",12.963275081477537,77.5780946947706
The Belgian Waffle Co.,HSR,Koramangala 4th Block,4.1,130,350.0,"Desserts, Beverages",12.972666756383253,77.55503093183746
Roundup Cafe,Koramangala 5th Block,Koramangala 4th Block,4.2,494,800.0,"Cafe, Continental, Beverages",12.935523963891042,77.65502693983925
The Cake City,Shanti Nagar,MG Road,3.2,4,300.0,"Chinese, Continental, Desserts, Bakery",12.909308007912996,77.5139012854933
Hatti Kaapi,Koramangala 5th Block,Koramangala 7th Block,3.9,237,200.0,"South Indian, Beverages",12.965190308790888,77.60242965338874
Paradise,Indiranagar,Frazer Town,4.1,3248,800.0,"Biryani, North Indian, Kebab",13.015575416288181,77.63111860610577
Little Italy,Kalyan Nagar,Kammanahalli,4.2,405,1500.0,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",13.05794240184211,77.59277546335406
Ober Cafe,Koramangala 1st Block,Koramangala 4th Block,3.5,10,200.0,"Fast Food, Desserts",12.90404987595802,77.55890993996228
Jodhpur Sweets,Jayanagar,Jayanagar,2.9,10,150.0,"Mithai, Street Food, Rajasthani",13.015814505537199,77.57151617373911
Cane Recipes,Bannerghatta Road,Jayanagar,3.5,14,100.0,Juices,13.08212250147452,77.58938425836737
A2B - Adyar Ananda Bhavan,Ulsoor,MG Road,3.6,42,400.0,"South Indian, North Indian, Chinese, Street Food, Fast Food",12.972880941227247,77.52492649036354
Bullet Biryani,BTM,JP Nagar,3.2,9,300.0,Biryani,12.980119074821054,77.5312437721561
Faasos,Koramangala 8th Block,Koramangala 7th Block,4.0,462,500.0,"North Indian, Biryani, Fast Food",13.014966005371138,77.60540835053037
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Koramangala 7th Block,Koramangala 5th Block,3.8,44,500.0,Continental,13.002658716491899,77.55678738070655
Shiva Sai Andhra Hotel,Ejipura,Koramangala 5th Block,3.2,4,300.0,"South Indian, Chinese",13.04770997487402,77.59813098049058
Amma's Pastries,Jayanagar,Jayanagar,4.2,245,400.0,Bakery,12.928457243722187,77.51747699990092
Mojo Pizza - 2X Toppings,JP Nagar,Jayanagar,4.2,369,600.0,Pizza,13.074493104651708,77.50932632855547
Capri Gastrobar,St. Marks Road,Brigade Road,4.3,284,1200.0,"Mediterranean, Italian, Asian",13.06747341595403,77.52185289712423
Grand Gowdru Hotel,Koramangala 6th Block,Koramangala 7th Block,3.4,31,700.0,"South Indian, North Indian, Chinese",12.95413943618443,77.52888756821744
Sher-E-Punjab,Marathahalli,Sarjapur Road,3.4,425,400.0,"North Indian, Chinese",13.032760857382158,77.56547905390325
Tall Blonde French,Koramangala 5th Block,Koramangala 7th Block,4.3,726,400.0,Fast Food,12.983145579855906,77.69155998281661
Carnival de Goa,Ulsoor,Indiranagar,4.2,980,1000.0,"Goan, Mangalorean, Pizza",12.939783362747445,77.67683408397856
Cool Corner Arun Ice Cream,Frazer Town,Lavelle Road,3.5,8,200.0,"Desserts, Ice Cream",13.04005688641386,77.56299676509349
Sardarji Ka Kitchen,New BEL Road,Malleshwaram,3.1,44,150.0,North Indian,12.949026432966903,77.69834011935528
Le Gateau - The Cake Shop,Old Airport Road,Brookefield,4.4,536,600.0,"Desserts, Bakery",12.923728753148316,77.65550946341304
Aromas Of South,Race Course Road,Malleshwaram,3.7,46,1000.0,South Indian,12.98546727798201,77.69913266056048
Bamboo Heights,BTM,Koramangala 5th Block,3.7,112,500.0,"Chinese, Fast Food, Continental",12.99011942582072,77.51670909291218
Drunken Monkey,Kumaraswamy Layout,Banashankari,3.8,52,400.0,"Beverages, Fast Food",12.910336344233722,77.65129611599531
Feastaurant,HSR,BTM,3.7,27,800.0,"Bengali, Chinese",12.907872375963946,77.58487621579565
Fillers,BTM,Koramangala 4th Block,3.9,138,300.0,"North Indian, Fast Food",12.968819952805948,77.5983337967887
Batter Splatter,Lavelle Road,Lavelle Road,3.3,5,350.0,Bakery,13.09391806729092,77.52329582997162
Rajdhani Thali Restaurant,Malleshwaram,Malleshwaram,4.0,610,1000.0,North Indian,12.987314224661718,77.6801317301215
Meat and Eat,HSR,Sarjapur Road,3.0,54,500.0,"Fast Food, Burger",12.988208304451305,77.67428853635934
Shaadi Ki Biryani,Commercial Street,Church Street,2.8,296,600.0,Biryani,12.996380033421996,77.58507217426818
Cafe Mist,JP Nagar,Bannerghatta Road,3.8,186,500.0,"Cafe, American, Continental, Italian",12.909148406762503,77.51146260930386
City Durbar,Jayanagar,Koramangala 5th Block,3.7,72,450.0,"North Indian, Chinese, Biryani",12.924209755234468,77.63256984055371
Srikrishna Bhavan,Banashankari,Basavanagudi,3.8,42,300.0,"South Indian, North Indian, Chinese",13.056152317213687,77.52132364942597
Coco Barista,BTM,BTM,3.7,18,400.0,"Cafe, Burger, Rolls, Beverages",12.901492628083444,77.6921133185636
Flavors of India,Marathahalli,Marathahalli,3.6,34,800.0,"North Indian, Chinese, Andhra",13.036917679530617,77.65607027791937
Fandom at Gilly's Redefined,Koramangala 4th Block,Koramangala 7th Block,3.8,109,1500.0,Finger Food,13.027574566614696,77.66431103578164
Fudge,Basavanagudi,Basavanagudi,3.8,36,200.0,"Desserts, Momos",13.010845302826404,77.65149763441646
Krispy Kreme,Malleshwaram,Malleshwaram,4.1,196,300.0,"Desserts, Beverages",13.021080026750104,77.60732116827072
Just Shawarma,Koramangala 5th Block,Koramangala 7th Block,4.0,414,300.0,Arabian,12.985313800942308,77.67544824446
Behrouz Biryani,Koramangala 8th Block,Koramangala 7th Block,4.0,358,650.0,Biryani,13.07596399534109,77.56757798175425
Step Right Up,Vasanth Nagar,Brigade Road,4.1,152,300.0,"Cafe, Italian",12.930965722519543,77.61385729561923
The Chaat Shop,BTM,Koramangala 7th Block,3.2,9,100.0,Street Food,13.034558141893205,77.68119158275786
Swathi Restaurant,Seshadripuram,Malleshwaram,3.9,35,600.0,"Chinese, North Indian, South Indian",12.979487054477415,77.69096246644135
The Konkan - Seafood Restaurant,St. Marks Road,Brigade Road,4.4,218,850.0,"Seafood, Konkan, Mangalorean",13.022109351003085,77.58997546335111
Purani Dilli By Anand Sweets,Bannerghatta Road,Bannerghatta Road,4.1,315,500.0,"North Indian, Continental, Street Food",12.92503715844051,77.53513113869823
Kanti Sweets,Electronic City,Electronic City,3.6,16,400.0,"Mithai, Street Food",13.067324042073531,77.68934786433489
Just Shawarma,Kammanahalli,Kalyan Nagar,3.7,118,300.0,Arabian,12.988272015737124,77.62360197336118
L J Iyengar Bakery,Bannerghatta Road,Bannerghatta Road,3.2,6,100.0,Bakery,12.954725333256333,77.52530443430072
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,Banashankari,4.4,343,100.0,South Indian,12.916269756128381,77.58516206192665
Desi Bytes,Old Airport Road,Old Airport Road,3.1,97,450.0,"North Indian, Chinese",12.999670302170376,77.52079074674931
Sutra Spice-The Resto Bar,Koramangala 4th Block,BTM,3.9,31,1000.0,"South Indian, Andhra",12.925327425103674,77.67481987815285
Kokomo,Koramangala 6th Block,BTM,4.0,193,500.0,"Thai, Chinese",13.094513647129947,77.62859022785715
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Lavelle Road,Church Street,4.4,864,3000.0,"Asian, Japanese, Thai",13.080152032490146,77.58240672879009
Ambur Hot Dum Biryani,Ejipura,Koramangala 5th Block,3.3,8,100.0,Biryani,13.044974101142813,77.5766301510785
Wow Sikkim Momo's,New BEL Road,New BEL Road,3.5,11,300.0,"Chinese, North Indian",12.975224486184455,77.57794875260791
The Good Bowl,Banashankari,Banashankari,3.6,6,500.0,"Italian, North Indian, Biryani",12.914910128735954,77.58611278098826
Ooty Chocolates,Koramangala 4th Block,Koramangala 7th Block,4.1,157,300.0,Desserts,12.98764549890982,77.59676472044937
Mama Mia!,Seshadripuram,Residency Road,4.0,112,400.0,"Desserts, Cafe",13.066645441654359,77.59499338003613
Andhra Ruchulu,Brookefield,Whitefield,3.5,108,500.0,"Andhra, North Indian, Chinese, Biryani",12.9264745918805,77.65159737077961
Uncle's Kitchen,Bannerghatta Road,Bannerghatta Road,2.8,12,450.0,"North Indian, Chinese, Fast Food",12.947755429153661,77.60366292798841
Mint Masala,Sadashiv Nagar,Rajajinagar,3.8,572,800.0,"Chinese, North Indian",13.023410838924358,77.56358691903085
Great Indian Rolls,Basavanagudi,Jayanagar,3.2,4,100.0,Rolls,12.987270238860722,77.66291847471264
Despiwich Dragon's Kitchen,Banaswadi,Kammanahalli,3.8,72,250.0,"Chinese, Fast Food",12.905807756531955,77.55528327220733
Sherlock's Pub,Koramangala 5th Block,Koramangala 7th Block,3.9,600,1300.0,"Continental, North Indian, Chinese",13.059662626752669,77.54522171723929
Food Ka Masti,Bannerghatta Road,Bannerghatta Road,3.2,45,400.0,"North Indian, Chinese, South Indian",13.00490227791405,77.54981857089135
Tastybites.com,Brookefield,Brookefield,3.7,82,150.0,"Fast Food, Sandwich, South Indian",12.978348490112456,77.64327459458778
Chai Point,Koramangala 6th Block,Koramangala 4th Block,4.0,293,250.0,"Tea, Beverages, Fast Food",13.075111330869921,77.60104656990451
Goli Vada Pav No. 1,Whitefield,Whitefield,3.7,14,200.0,Street Food,13.03113020604443,77.66963705817092
The Mylapore Cafe,Koramangala 1st Block,Koramangala 5th Block,3.7,23,150.0,South Indian,13.05432814743906,77.60411702397758
DilliBite,Ulsoor,Old Airport Road,3.5,33,600.0,"North Indian, Chinese",12.961811031494523,77.55192493153093
Koramangala Social,Koramangala 7th Block,Koramangala 5th Block,4.6,4695,1500.0,"American, North Indian, Chinese, Finger Food",12.962665566430264,77.66845723355239
Momoz,Kammanahalli,Kalyan Nagar,3.9,186,500.0,"Chinese, Momos",12.937311582439124,77.6784992194823
Kataria's Pakwan,Kumaraswamy Layout,JP Nagar,3.3,97,400.0,North Indian,13.04681280700462,77.54704750549489
Targaryen's Kitchen,JP Nagar,Jayanagar,3.6,25,550.0,"North Indian, Bengali, Chinese",12.979015265077638,77.52365732975062
Fattoush,BTM,Koramangala 4th Block,4.2,1285,900.0,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",12.933620509961036,77.51660876292911
Kitty's Cafe,New BEL Road,New BEL Road,3.6,43,300.0,Fast Food,12.901214124562763,77.54029091475682
Nagarjuna,Residency Road,Lavelle Road,4.3,1789,800.0,"Andhra, Biryani",12.978405411215796,77.58452748000923
Kulfi & More,BTM,Koramangala 6th Block,3.7,47,200.0,"Ice Cream, Beverages",12.943084380721457,77.52717630944537
Entropy Cafe,Koramangala 6th Block,Koramangala 4th Block,4.1,505,600.0,"Cafe, Chinese, Pizza, North Indian, Burger",12.90895447450362,77.56364579042653
Durga Sagar,Shanti Nagar,Church Street,3.3,8,150.0,South Indian,12.919608907622187,77.64383786952189
Juicy & Spicy,JP Nagar,JP Nagar,3.2,7,150.0,"Bakery, Fast Food",12.974000708115007,77.56141738620491
Serenitea4u,Jeevan Bhima Nagar,Indiranagar,3.4,9,100.0,"Beverages, Fast Food",12.989524774533106,77.546003667943
Chaitanya Cafe,JP Nagar,Bannerghatta Road,3.9,92,300.0,"South Indian, North Indian, Fast Food",12.91028516269685,77.67926866082693
The Paratha Stories,Koramangala 1st Block,Koramangala 6th Block,3.3,38,400.0,North Indian,12.944781626308224,77.6532008911314
Jay Mataji Farsan and Sweets,Yeshwantpur,Malleshwaram,3.5,9,150.0,"Mithai, Gujarati",13.054240205807327,77.69416140892854
Ishta Cafe,Jayanagar,Jayanagar,3.9,42,500.0,"Pizza, South Indian, Healthy Food",12.968885609243438,77.66904050705584
New Royal Paris Restaurant,Old Airport Road,Old Airport Road,3.4,14,300.0,"Chinese, Kerala, North Indian",13.092383060282257,77.65662163208535
Caffe Maven,Residency Road,Church Street,3.4,25,300.0,"Chinese, North Indian",13.012632877690791,77.6238600727495
Desi Chopstick,HSR,BTM,3.8,37,400.0,North Indian,12.91467281349192,77.6648688535166
Ibaco,Frazer Town,Frazer Town,3.7,54,300.0,Desserts,12.950450566771034,77.59723827375439
KLINX - Hilton Bangalore Embassy GolfLinks,Domlur,Old Airport Road,4.2,211,2000.0,"European, Asian",13.073141521105008,77.5283097751063
The Charlton Bar,Residency Road,Church Street,3.3,4,1000.0,"Chinese, North Indian",12.937354505646226,77.5946853350833
Al Noor,Shivajinagar,Residency Road,3.7,22,350.0,"North Indian, Chinese, Arabian, Rolls",13.004735324560823,77.62498676218306
The Raj Pavilion - ITC Windsor,Sankey Road,Malleshwaram,4.2,371,2400.0,"North Indian, Continental, Asian",13.082393715972644,77.51215283800612
Indori Chatorey,BTM,Koramangala 5th Block,2.8,137,300.0,"North Indian, Street Food",13.024411901856421,77.67808338452205
The Humble Pie,HSR,HSR,3.9,34,200.0,"Desserts, Bakery",12.919932784415355,77.60507076798662
Stoner,Koramangala 5th Block,Koramangala 5th Block,4.5,2620,500.0,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",12.96513334645562,77.64620221011859
Le Jardin - The Oberoi,MG Road,Residency Road,4.3,698,3000.0,"European, Mediterranean, North Indian",12.923350807202327,77.64723380323649
E Foods Regalia,Electronic City,Electronic City,3.1,11,550.0,"South Indian, Chinese",13.005462179128479,77.6091809419668
Equinox Bar - DoubleTree Suites By Hilton,Sarjapur Road,HSR,3.9,52,1900.0,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",12.967111440339332,77.60735080723514
Sweet Truth,"ITPL Main Road, Whitefield",Brookefield,3.8,23,500.0,"Bakery, Desserts",13.087663145730263,77.54559883604252
AutoExpress - Hot Dogs,HSR,BTM,3.3,5,300.0,Fast Food,12.984260176326673,77.54695015200392
Naina Nand Food Express,HBR Layout,Kammanahalli,3.4,9,300.0,"North Indian, Chinese",13.00482230824539,77.56700859993298
Upahara Darshini,Jayanagar,Koramangala 7th Block,3.9,340,400.0,"South Indian, North Indian, Chinese",12.943649766502315,77.65284657232934
Smoor,Koramangala 7th Block,Koramangala 6th Block,4.2,100,900.0,"Desserts, Cafe, Beverages",12.956531130551468,77.63824106602681
Gowri Gajanand Sweets,Brookefield,Whitefield,4.0,67,300.0,"Mithai, Street Food",12.996166411314878,77.59453747272816
California Burrito,Banaswadi,Kammanahalli,3.4,24,400.0,"Mexican, Fast Food",13.066227792887076,77.53862075229395
Chaat Chatore,Bannerghatta Road,Bannerghatta Road,3.1,19,300.0,Fast Food,13.032707474403342,77.53959901233137
Croons,Brigade Road,Residency Road,3.8,26,350.0,Desserts,12.954323410542994,77.61314204755678
Bombay Kulfi,Marathahalli,Marathahalli,3.8,40,150.0,"Desserts, Ice Cream",13.046172164608913,77.54065275048755
New Tandoor Fusion,Kaggadasapura,Marathahalli,3.1,4,350.0,"North Indian, Chinese",12.971382980294303,77.57379190987477
Sufi Restaurant & Cafe,Banaswadi,Kalyan Nagar,3.7,105,800.0,"Iranian, Mughlai, Chinese",12.900266727898158,77.6398157258928
Shahi Family Restaurant,Ulsoor,Church Street,3.3,73,350.0,"North Indian, Chinese, South Indian",12.952454864362997,77.51307471408926
Cafe Srinidhi,Indiranagar,Old Airport Road,3.1,91,200.0,"South Indian, North Indian, Fast Food, Street Food",13.098978838659349,77.55765657322596
Shanthi Sagar,Ulsoor,Indiranagar,4.1,204,250.0,"South Indian, North Indian, Chinese, Juices",13.072780663258822,77.55399736550669
Rajasthani Charbhuja Restaurant,Electronic City,Electronic City,4.0,170,350.0,"North Indian, Chinese, Rajasthani",12.950517201336945,77.5702500660753
Hyderabad Chefs,Whitefield,Brookefield,4.0,268,800.0,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",13.033304395338607,77.57560758092062
Chettayees,BTM,Jayanagar,3.4,151,400.0,"Kerala, North Indian, Chinese",12.938747786604962,77.67395125974508
Bangalore Vibes,Hennur,Kammanahalli,3.2,4,300.0,"North Indian, Chinese",12.99738814264785,77.62309618644062
Sri Punjabi Dhaba,BTM,Koramangala 6th Block,3.3,50,400.0,North Indian,12.921037656975795,77.58854728917927
Cubbon Pavilion - ITC Gardenia,Richmond Road,Brigade Road,4.3,695,2500.0,"European, Continental, Chinese, Thai",13.039427161178361,77.62706407813712
Hi Seoul,Kalyan Nagar,Kalyan Nagar,4.1,200,800.0,Korean,13.025616695314287,77.65220667294469
Meal Square,Bannerghatta Road,Jayanagar,3.4,10,600.0,"North Indian, Chinese",13.03567862928118,77.5584669650146
The 90s Hash House,BTM,Koramangala 5th Block,3.8,63,500.0,Cafe,13.02215627121559,77.55642520319373
Ice & Spice,Frazer Town,Residency Road,3.0,96,650.0,"Continental, Pizza, Fast Food",13.081082962667221,77.69549703690394
Bun Town,Koramangala 5th Block,Koramangala 7th Block,3.8,22,500.0,"Cafe, Bakery",12.998715487734437,77.63724588616323
Keventers,Bellandur,Bellandur,3.6,18,400.0,"Desserts, Beverages, Ice Cream",12.979403008247438,77.63468718029984
Anda Special-Pav Bhaji,Yeshwantpur,New BEL Road,3.4,8,200.0,Fast Food,12.974309399000635,77.56114306513832
Rafees Biryani,Koramangala 5th Block,Koramangala 4th Block,3.7,28,600.0,"Biryani, North Indian, Desserts",13.015996664090416,77.53458927876144
Bengaluru Cafe,Jayanagar,Jayanagar,4.5,135,150.0,South Indian,13.099712049697013,77.53282827872228
Chilld Monk,BTM,BTM,3.5,10,250.0,"Desserts, Ice Cream",13.08296842997033,77.50427263261939
99 Pancakes,Koramangala 5th Block,Jayanagar,4.5,339,300.0,"Desserts, Cafe",12.921624670495419,77.55580741501626
White Elefan Coffee and Snack Bar,Koramangala 6th Block,Koramangala 4th Block,3.9,45,550.0,"Coffee, Fast Food, Chinese, Beverages",12.983821017257341,77.58225819073816
Rafoo Chakkar,Whitefield,Whitefield,3.9,386,300.0,"North Indian, Rolls",12.961041452523999,77.62484379109274
Bullet Biryani,BTM,Koramangala 6th Block,3.2,9,300.0,Biryani,13.083011145955231,77.69184869358452
Cafe Zone,Kumaraswamy Layout,Basavanagudi,3.9,149,300.0,"Fast Food, Chinese, Rolls",12.97771162025407,77.69015317923346
S.W.A.T Food Truck,Koramangala 5th Block,Koramangala 7th Block,3.7,21,250.0,"American, Fast Food",13.056473159030231,77.61284012291335
Village - The Soul of India,JP Nagar,Jayanagar,4.1,2461,1000.0,"Rajasthani, Gujarati, North Indian, South Indian",12.907890390584539,77.69909304770212
Bhairava Deluxe Hindu Military Hotel,Rajajinagar,Rajajinagar,3.4,4,400.0,South Indian,13.034053068942757,77.67625605881196
The Shawarma Shop,BTM,Jayanagar,4.1,382,250.0,Arabian,12.968578418269797,77.58244111250369
Daily Bread,Koramangala 4th Block,Koramangala 6th Block,2.8,53,600.0,"Bakery, Fast Food, Italian",13.080397618858632,77.63939342141597
Mint Masala,Infantry Road,MG Road,2.8,255,1000.0,"North Indian, Chinese",12.999602078766888,77.54666996989519
Vasudev Adiga's,Frazer Town,Frazer Town,2.8,29,300.0,"South Indian, North Indian, Chinese",13.087225114308026,77.68177695004022
Friend's Cafe,Koramangala 7th Block,BTM,3.9,551,600.0,"Fast Food, American, Chinese",12.946713472213723,77.69190136205964
Paratha Junction,BTM,Bannerghatta Road,2.9,172,300.0,"North Indian, Chinese",12.929414696185807,77.658225118042
The Village Hotel,HSR,Koramangala 5th Block,3.5,15,500.0,Kerala,13.094541994712277,77.59528461424698
Karavali Kolimane,Wilson Garden,Residency Road,3.7,28,350.0,"Mangalorean, Chinese, North Indian",13.040097002009963,77.54858107737294
Limra Hotel,BTM,Koramangala 5th Block,3.3,26,300.0,"Chinese, North Indian",13.086523403434066,77.59918066661919
Nanna Munna Paratha House,BTM,Koramangala 7th Block,4.0,109,300.0,North Indian,13.018919690789795,77.63897062697407
Mecaf Family Restaurant,BTM,Jayanagar,3.9,214,600.0,"North Indian, Chinese, Fast Food, Rolls, Beverages",12.997113240456686,77.52255139758428
JukeBox,Koramangala 7th Block,Koramangala 4th Block,3.9,283,1000.0,"Continental, Parsi, Chinese, North Indian, Italian, Steak",12.9763743504469,77.57337368891085
Nile Garden Restaurant,BTM,Koramangala 4th Block,2.6,33,500.0,"North Indian, Fast Food, Chinese, Beverages",12.941277348449637,77.61591404063236
Shiv Sagar,Koramangala 7th Block,Koramangala 5th Block,3.9,150,500.0,"Chinese, North Indian, Fast Food, Street Food",13.015702358481889,77.58456459216524
La Mirch,Marathahalli,Marathahalli,3.2,4,400.0,"North Indian, Kashmiri",13.05830621423301,77.6592962525654
The Brekkie Shop,Indiranagar,MG Road,3.8,61,300.0,"Healthy Food, Sandwich",13.09764954647918,77.53924999695694
The Meal Story,Sarjapur Road,Bellandur,4.2,258,700.0,"North Indian, Street Food",13.02857638201174,77.68985121693736
